序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1195,300359,全通教育,6.27,-2.03,-0.13,84774.0,53193784.08,2.5,6.39,6.23,6.36,6.4,0.87,1.34,-52.09,6.9,3971000556.0,3970801640.0,0.0,0.16,14.0,19.2
1196,300570,太辰光,122.67,-2.03,-2.54,93636.0,1146616255.64,4.18,124.83,119.6,122.71,125.21,0.85,4.87,87.76,19.19,27861652775.0,23576318131.0,-0.49,-0.54,66.31,70.61
1197,301236,软通动力,54.3,-2.04,-1.13,108052.0,587948918.9,2.71,55.59,54.09,55.55,55.43,1.25,1.59,-65.44,5.05,51744705911.0,36941125623.0,-0.11,-0.15,-5.27,-7.35
1198,300898,熊猫乳品,26.82,-2.05,-0.56,33769.0,90765338.02,1.94,27.23,26.7,27.17,27.38,1.34,2.94,61.07,3.61,3325680000.0,3077184359.0,0.0,0.11,-10.96,6.81
1199,301261,恒工精密,84.39,-2.05,-1.77,17057.0,144251827.84,2.5,86.15,84.0,86.01,86.16,0.76,4.55,92.94,4.91,7417053640.0,3163217459.0,0.33,0.18,-3.49,105.18
1200,300895,铜牛信息,45.94,-2.05,-0.96,51877.0,237799695.22,2.88,46.75,45.4,46.61,46.9,1.24,3.75,-75.62,7.89,6468382183.0,6347633349.0,0.09,0.2,2.09,30.1
1201,300384,三联虹普,19.52,-2.06,-0.41,43001.0,84178960.0,2.86,19.93,19.36,19.81,19.93,0.9,1.95,19.39,2.39,6227021813.0,4294404197.0,0.1,0.05,11.29,6.09
1202,301498,乖宝宠物,95.02,-2.08,-2.02,12759.0,121929707.66,2.57,97.1,94.61,96.09,97.04,0.86,0.71,46.55,8.96,38012228390.0,17010662743.0,-0.21,-0.18,-14.93,21.71
1203,300269,联建光电,5.18,-2.08,-0.11,218409.0,113490275.0,3.02,5.31,5.15,5.3,5.29,1.42,4.15,-158.99,32.91,2844409614.0,2722997034.0,0.0,0.0,32.14,30.15
1204,300995,奇德新材,44.06,-2.09,-0.94,11568.0,51656016.1,2.89,45.2,43.9,44.97,45.0,0.71,1.93,228.42,6.01,3708089600.0,2639404651.0,-0.09,0.0,23.59,181.35
1205,300922,天秦装备,30.89,-2.09,-0.66,79184.0,247896741.59,3.74,31.99,30.81,31.02,31.55,1.09,6.35,132.5,5.43,4898609100.0,3850982720.0,-0.03,0.03,38.27,118.0
1206,301269,华大九天,110.53,-2.09,-2.36,27059.0,299946272.84,2.3,112.7,110.1,112.45,112.89,1.17,0.5,1544.46,12.04,60011353617.0,60011353617.0,-0.05,0.11,-2.1,-8.62
1207,300433,蓝思科技,23.0,-2.09,-0.49,494986.0,1144062775.93,2.38,23.49,22.93,23.32,23.49,1.41,1.0,70.85,2.58,121540449533.0,114211015820.0,-0.04,0.13,8.18,6.98
1208,300493,润欣科技,20.36,-2.12,-0.44,113768.0,232533279.06,2.36,20.79,20.3,20.71,20.8,1.2,2.27,205.45,9.41,10436027957.0,10200218437.0,-0.05,0.15,6.65,-27.57
1209,300095,华伍股份,11.52,-2.12,-0.25,209140.0,241183550.0,2.12,11.68,11.43,11.6,11.77,0.86,6.17,122.46,2.9,4839438689.0,3902135950.0,-0.09,0.52,24.81,71.94
1210,301335,天元宠物,32.1,-2.13,-0.7,45149.0,144684848.96,2.5,32.58,31.76,32.39,32.8,1.83,8.89,61.28,2.17,4073579880.0,1629967508.0,0.0,0.12,20.22,43.3
1211,300567,精测电子,58.25,-2.13,-1.27,46888.0,273911343.14,2.45,59.52,58.06,59.35,59.52,1.64,2.32,108.35,4.58,16295053050.0,11777198836.0,-0.05,0.09,-1.3,-9.41
1212,300782,卓胜微,76.24,-2.13,-1.66,57236.0,437902017.32,2.04,77.59,76.0,77.5,77.9,1.37,1.28,-218.69,4.03,40784069416.0,34174390925.0,0.01,-0.05,3.87,-14.91
1213,300077,国民技术,25.14,-2.14,-0.55,225858.0,569308331.12,2.26,25.59,25.01,25.46,25.69,1.34,3.98,-171.45,15.14,14659805238.0,14255131686.0,0.08,0.08,1.45,5.45
1214,301160,翔楼新材,64.98,-2.14,-1.42,18381.0,119518937.6,3.27,66.56,64.39,66.01,66.4,0.7,2.41,36.02,4.59,7527885890.0,4956439627.0,0.0,0.05,1.74,69.97
1215,300271,华宇软件,8.7,-2.14,-0.19,191116.0,166364586.65,2.81,8.9,8.65,8.86,8.89,1.18,2.4,-38.89,1.88,7063187855.0,6936009785.0,-0.23,0.12,13.87,23.93
1216,301191,菲菱科思,90.03,-2.14,-1.97,12923.0,116821325.94,2.28,91.66,89.56,90.98,92.0,0.93,2.85,145.63,3.76,6242860260.0,4078200907.0,-0.06,0.03,16.92,1.77
1217,300324,旋极信息,5.03,-2.14,-0.11,1083495.0,548865760.44,2.92,5.16,5.01,5.05,5.14,1.61,6.34,-36.74,3.03,8689780693.0,8600631126.0,0.0,-0.2,32.72,51.96
1218,301169,零点有数,46.68,-2.14,-1.02,25489.0,119803275.97,5.6,48.8,46.13,46.93,47.7,1.51,3.54,-38.26,7.17,3362852220.0,3361801920.0,0.28,0.09,28.1,16.58
1219,301070,开勒股份,44.05,-2.15,-0.97,13706.0,60372580.4,2.67,45.0,43.8,45.0,45.02,1.3,2.31,-192.26,5.2,3974624452.0,2614578940.0,0.11,0.11,9.39,10.9
1220,301421,波长光电,81.0,-2.15,-1.78,65297.0,520770423.52,5.07,82.3,78.1,81.53,82.78,1.56,14.1,359.84,7.96,9373158000.0,3750987285.0,0.06,0.12,45.53,51.2
1221,301297,富乐德,41.05,-2.15,-0.9,41511.0,170856233.91,2.1,41.73,40.85,41.66,41.95,1.51,2.94,256.09,3.83,29599848255.0,5800676980.0,-0.02,0.17,7.49,-3.28
1222,300853,申昊科技,26.1,-2.17,-0.58,40707.0,106632950.34,2.17,26.58,26.0,26.58,26.68,0.64,3.69,-23.91,5.48,3835286946.0,2877694206.0,0.12,-0.04,16.83,4.07
1223,301428,世纪恒通,40.54,-2.17,-0.9,24380.0,99849550.09,3.04,41.8,40.54,41.8,41.44,1.55,3.98,64.84,3.23,3999946680.0,2480912880.0,-0.37,-0.17,4.16,4.89
1224,300042,朗科科技,23.93,-2.17,-0.53,57278.0,137617347.0,2.58,24.48,23.85,24.32,24.46,1.33,2.86,-94.34,4.71,4795572000.0,4795130492.0,-0.04,0.04,-1.72,3.59
1225,300293,蓝英装备,26.86,-2.18,-0.6,170705.0,460585256.0,4.41,27.74,26.53,27.19,27.46,1.15,6.09,-454.19,10.27,9090447527.0,7529822731.0,0.11,0.04,27.18,18.22
1226,301011,华立科技,27.78,-2.18,-0.62,27500.0,76400315.08,2.64,28.29,27.54,28.29,28.4,1.46,1.99,89.13,5.56,4075103760.0,3842182017.0,-0.25,-0.11,9.98,8.98
1227,300398,飞凯材料,20.6,-2.18,-0.46,221978.0,458973026.16,2.47,21.02,20.5,20.96,21.06,1.05,3.94,24.38,2.57,11679096870.0,11615314965.0,-0.1,0.05,8.88,31.21
1228,301186,超达装备,46.26,-2.18,-1.03,6395.0,29616650.27,3.17,47.36,45.86,46.98,47.29,1.23,0.86,37.09,2.5,3698405212.0,3457377012.0,-0.04,-0.04,17.47,17.44
1229,300081,恒信东方,7.19,-2.18,-0.16,193672.0,139587598.58,3.81,7.41,7.13,7.41,7.35,1.2,3.2,-31.76,3.7,4348479048.0,4347820624.0,0.0,0.0,13.95,0.14
1230,300333,兆日科技,14.67,-2.2,-0.33,169682.0,248828805.15,2.4,14.88,14.52,14.71,15.0,1.88,5.07,-1005.69,8.42,4929120000.0,4911223583.0,0.07,0.14,26.9,-19.22
1231,300010,豆神教育,8.84,-2.21,-0.2,923872.0,822270800.29,4.98,9.15,8.7,8.99,9.04,1.46,5.55,122.23,10.87,18268855906.0,14703860025.0,0.45,0.57,23.81,42.35
1232,300322,硕贝德,25.52,-2.22,-0.58,1185172.0,3130294879.32,9.31,27.84,25.41,26.36,26.1,1.92,26.86,202.4,11.97,11759908076.0,11259527484.0,-0.82,-0.39,74.91,94.66
1233,301315,威士顿,53.6,-2.23,-1.22,14783.0,79457294.14,2.24,54.63,53.4,54.37,54.82,1.21,4.0,205.48,4.71,4716800000.0,1983200000.0,0.06,0.06,13.46,-21.05
1234,301596,瑞迪智驱,89.5,-2.23,-2.04,9505.0,85060907.1,2.34,91.0,88.86,91.0,91.54,0.82,2.74,73.36,8.39,6906294350.0,3100996000.0,0.12,0.11,-4.98,26.0
1235,301156,美农生物,19.24,-2.24,-0.44,28460.0,54972822.2,3.61,19.86,19.15,19.67,19.68,1.01,3.81,76.23,3.92,2708697147.0,1435780517.0,0.1,0.1,-18.06,56.04
1236,300233,金城医药,17.92,-2.24,-0.41,177543.0,316238778.69,3.33,18.26,17.65,18.1,18.33,1.43,4.78,49.06,1.86,6879032599.0,6660941289.0,0.28,0.45,3.94,53.16
1237,301066,万事利,15.73,-2.24,-0.36,42139.0,66338055.0,3.67,16.14,15.55,16.12,16.09,1.83,2.23,80.92,2.94,3695340536.0,2969613894.0,0.13,0.13,-7.47,14.82
1238,300302,同有科技,15.23,-2.25,-0.35,83258.0,126912330.2,2.37,15.5,15.13,15.45,15.58,1.42,2.26,-69.33,7.03,7299187644.0,5618177871.0,0.07,0.26,9.65,-3.36
1239,300996,普联软件,17.84,-2.25,-0.41,83241.0,148886322.24,3.4,18.32,17.7,18.29,18.25,1.12,3.51,-90.41,4.07,5044724696.0,4226025706.0,0.0,0.06,21.11,38.62
1240,301178,天亿马,51.54,-2.26,-1.19,21549.0,111795422.02,3.41,52.96,51.16,52.57,52.73,1.34,4.36,1517.91,4.52,3445593312.0,2550010667.0,0.39,0.43,41.75,84.4
1241,300288,朗玛信息,16.31,-2.28,-0.38,107857.0,176913510.4,4.31,16.95,16.23,16.74,16.69,1.27,4.2,212.14,5.1,5511824267.0,4184646767.0,-0.06,0.0,17.51,11.64
1242,301611,珂玛科技,54.02,-2.28,-1.26,21383.0,115791724.54,1.95,54.89,53.81,54.8,55.28,1.36,3.56,67.61,15.05,23552720000.0,3241200000.0,-0.04,0.0,-0.55,-8.22
1243,301525,儒竞科技,82.46,-2.29,-1.93,13099.0,108081260.84,2.92,84.26,81.8,83.9,84.39,1.29,2.65,36.78,2.44,7776948389.0,4073622705.0,0.13,0.34,-0.95,39.17
1244,301629,矽电股份,156.28,-2.29,-3.67,9472.0,148123973.55,2.43,159.0,155.11,159.0,159.95,1.51,9.08,141.71,5.66,6521138381.0,1630284673.0,0.26,0.44,-7.41,204.52
1245,300655,晶瑞电材,10.69,-2.29,-0.25,372648.0,399489282.61,3.38,10.98,10.61,10.81,10.94,1.23,3.74,65.09,4.71,11326848177.0,10663892935.0,-0.09,0.28,24.3,14.7
1246,300007,汉威科技,49.1,-2.29,-1.15,330527.0,1661401731.2,5.73,51.88,49.0,50.6,50.25,1.48,11.68,237.33,5.66,16077579893.0,13894045544.0,-0.18,-0.26,18.94,140.57
1247,300598,诚迈科技,43.39,-2.3,-1.02,40874.0,177683445.64,3.02,44.59,43.25,44.42,44.41,1.2,1.88,-55.59,6.27,9414837742.0,9412201105.0,0.0,0.0,-3.51,-10.35
1248,300158,振东制药,7.21,-2.3,-0.17,589920.0,426988857.8,5.28,7.51,7.12,7.48,7.38,0.7,5.88,1565.96,1.98,7248355441.0,7228292945.0,0.0,0.42,84.4,66.9
1249,301001,凯淳股份,31.79,-2.3,-0.75,18200.0,58040785.54,3.63,32.73,31.55,32.62,32.54,1.31,3.62,404.51,3.21,2543200000.0,1599037000.0,0.0,0.09,-2.42,-8.2
1250,300250,初灵信息,16.79,-2.33,-0.4,52911.0,89008914.0,2.79,17.14,16.66,17.1,17.19,1.06,3.36,31837.82,6.92,3594192972.0,2647359842.0,0.18,0.24,12.61,19.08
1251,301630,同宇新材,178.0,-2.34,-4.26,12445.0,221880370.67,3.0,182.0,176.53,181.92,182.26,1.25,12.44,53.7,4.46,7120000000.0,1780000000.0,0.14,0.1,111.9,111.9
1252,301251,威尔高,46.26,-2.36,-1.12,70555.0,327761778.09,3.4,47.37,45.76,47.01,47.38,1.18,13.08,69.77,4.14,6227602618.0,2494627862.0,-0.24,-0.22,34.36,33.08
1253,300792,壹网壹创,25.66,-2.36,-0.62,63821.0,163229308.4,3.35,26.21,25.33,26.21,26.28,1.51,3.0,58.47,2.13,6079950452.0,5453614049.0,0.16,0.12,-0.16,7.36
1254,300231,银信科技,12.33,-2.38,-0.3,105347.0,130044948.0,3.25,12.67,12.26,12.53,12.63,1.2,2.37,61.96,3.47,5477935472.0,5477654163.0,-0.32,-0.16,10.48,-0.24
1255,300612,宣亚国际,15.93,-2.39,-0.39,81403.0,129752068.0,4.41,16.46,15.74,16.41,16.32,0.95,4.53,-178.35,5.91,2874640121.0,2865480371.0,-0.38,0.06,14.03,0.89
1256,300078,思创医惠,4.07,-2.4,-0.1,422363.0,171937550.8,2.88,4.16,4.04,4.13,4.17,0.94,3.79,-58.15,8.2,4549739976.0,4531404292.0,0.0,0.25,15.3,33.88
1257,300513,恒实科技,9.3,-2.41,-0.23,91500.0,85644482.6,3.46,9.6,9.27,9.56,9.53,1.27,3.25,-23.23,2.12,2917327742.0,2617362277.0,-0.11,0.0,22.69,1.86
1258,300561,*ST汇科,11.73,-2.41,-0.29,98908.0,116167881.9,2.91,11.96,11.61,11.86,12.02,1.44,4.1,711.24,6.42,3848706547.0,2827605343.0,0.17,0.26,-0.93,-78.65
1259,300920,润阳科技,55.3,-2.43,-1.38,15964.0,88508059.18,4.29,56.97,54.54,56.78,56.68,1.15,2.43,279.27,4.74,5530000000.0,3631675425.0,-0.13,0.11,74.01,228.78
1260,300100,双林股份,47.31,-2.45,-1.19,191858.0,914556984.45,3.13,48.65,47.13,48.14,48.5,1.12,3.47,42.44,9.76,27060512891.0,26133196299.0,0.08,0.08,-13.86,140.76
1261,300184,力源信息,10.25,-2.47,-0.26,538636.0,555503416.76,2.66,10.5,10.22,10.42,10.51,1.53,5.13,61.52,3.1,11828622201.0,10754169005.0,-0.1,0.1,0.89,9.86
1262,300287,飞利信,5.53,-2.47,-0.14,390056.0,216643957.0,2.65,5.67,5.52,5.66,5.67,1.52,2.98,-72.08,6.91,7937064158.0,7248452372.0,0.0,0.0,1.65,31.67
1263,301518,长华化学,23.39,-2.5,-0.6,40086.0,94159180.05,4.04,24.27,23.3,24.1,23.99,1.82,7.5,43.84,2.32,3278768192.0,1250317783.0,-0.17,0.04,-7.91,47.11
1264,300240,飞力达,8.46,-2.53,-0.22,123084.0,104492018.0,2.19,8.62,8.43,8.61,8.68,1.25,3.39,1310.73,2.18,3143422557.0,3074185316.0,0.24,0.24,-16.98,28.77
1265,301408,华人健康,14.99,-2.54,-0.39,165021.0,245753832.06,3.51,15.24,14.7,14.84,15.38,1.77,11.06,24.49,2.96,5996149900.0,2236077832.0,0.13,0.2,29.0,37.15
1266,300661,圣邦股份,74.42,-2.54,-1.94,104547.0,780566193.1,1.82,75.52,74.13,75.15,76.36,1.0,1.76,192.35,10.04,45984150670.0,44101601587.0,0.15,0.19,3.79,18.6
1267,300369,绿盟科技,8.04,-2.55,-0.21,126738.0,102248734.0,3.03,8.25,8.0,8.22,8.25,1.21,1.59,-15.77,2.61,6426440557.0,6417745627.0,0.0,0.12,14.2,11.82
1268,300212,易华录,22.5,-2.56,-0.59,143389.0,323121673.91,3.29,23.08,22.32,23.08,23.09,1.34,2.05,-33.7,26.61,16197579495.0,15716848973.0,-0.04,-0.13,2.65,-3.85
1269,300475,香农芯创,34.98,-2.56,-0.92,81694.0,286094135.88,2.37,35.56,34.71,35.51,35.9,1.21,1.83,242.44,5.33,16222806370.0,15616777870.0,-0.06,0.11,14.58,23.04
1270,300229,拓尔思,26.22,-2.56,-0.69,494080.0,1298974833.42,5.13,27.18,25.8,26.4,26.91,1.06,5.66,-249.74,5.58,22906340837.0,22890852709.0,-0.46,-0.76,39.91,25.21
1271,301067,显盈科技,36.8,-2.57,-0.97,42721.0,158276753.0,3.49,37.82,36.5,37.18,37.77,0.98,6.69,180.14,4.29,3578284800.0,2348903520.0,-0.05,0.08,20.62,16.42
1272,300945,曼卡龙,20.39,-2.58,-0.54,173929.0,358444738.15,3.73,21.06,20.28,20.82,20.93,1.65,7.3,31.06,3.3,5343640515.0,4859609809.0,-0.05,-0.1,35.39,79.65
1273,300397,天和防务,14.98,-2.6,-0.4,266409.0,401543779.33,2.8,15.34,14.91,15.12,15.38,0.87,6.57,-63.73,5.2,7754198440.0,6074471012.0,0.07,0.13,22.99,36.31
1274,301256,华融化学,11.59,-2.61,-0.31,136075.0,158144110.55,3.36,11.88,11.48,11.8,11.9,1.9,2.83,88.57,3.29,5563200000.0,5563200000.0,0.0,0.26,-5.31,54.74
1275,301042,安联锐视,39.95,-2.63,-1.08,10990.0,43968776.0,3.49,41.1,39.67,40.83,41.03,0.96,1.67,100.63,2.67,2785456901.0,2636025924.0,0.28,0.35,20.95,11.0
1276,300846,首都在线,20.0,-2.63,-0.54,240857.0,482545137.54,2.92,20.5,19.9,20.5,20.54,1.37,6.15,-63.16,11.07,10038164320.0,7834076380.0,0.05,0.0,-1.14,43.78
1277,300192,科德教育,15.5,-2.64,-0.42,94979.0,147870604.0,2.7,15.88,15.45,15.86,15.92,1.27,2.94,33.59,5.61,5101721600.0,5008605350.0,-0.06,0.06,3.68,-1.27
1278,300679,电连技术,47.06,-2.65,-1.28,70812.0,334978826.16,3.54,48.59,46.88,48.55,48.34,1.31,1.97,40.54,4.12,19992029200.0,16901375889.0,0.06,0.19,9.8,-20.55
1279,300251,光线传媒,20.87,-2.66,-0.57,597481.0,1245240292.27,2.43,21.23,20.71,21.23,21.44,1.01,2.15,7.59,6.01,61224407976.0,58045799495.0,0.19,0.29,14.61,125.87
1280,300520,科大国创,25.04,-2.68,-0.69,86877.0,217785191.98,3.03,25.66,24.88,25.66,25.73,1.06,3.13,-66.69,3.97,7306447091.0,6956448362.0,-0.12,0.0,12.74,9.44
1281,300364,中文在线,25.52,-2.71,-0.71,248568.0,635963767.33,3.55,26.3,25.37,26.3,26.23,1.28,3.76,-52.85,20.65,18591323011.0,16854058071.0,-0.12,-0.08,20.95,4.04
1282,300809,华辰装备,44.74,-2.72,-1.25,84609.0,381238128.83,2.65,45.78,44.56,45.5,45.99,1.08,6.0,120.26,7.04,11343343808.0,6313391325.0,-0.11,0.13,7.99,41.67
1283,300382,斯莱克,15.13,-2.76,-0.43,122398.0,186293444.29,3.47,15.54,15.0,15.54,15.56,1.89,1.89,211.62,4.27,9810291909.0,9807328366.0,0.2,0.33,5.29,40.88
1284,301230,泓博医药,36.46,-2.77,-1.04,89164.0,323271245.33,4.0,37.2,35.7,36.76,37.5,1.43,11.6,106.26,5.08,5089327618.0,2802326720.0,0.05,0.11,25.25,44.74
1285,300790,宇瞳光学,23.9,-2.77,-0.68,135087.0,323725897.08,3.17,24.45,23.67,24.2,24.58,0.82,4.55,45.76,3.68,8941443646.0,7100122973.0,0.04,0.13,15.46,25.86
1286,300730,科创信息,15.03,-2.78,-0.43,77357.0,116686256.0,3.3,15.47,14.96,15.46,15.46,0.96,3.93,-35.27,12.77,3624318373.0,2956072625.0,0.07,0.07,24.94,23.5
1287,300235,方直科技,12.5,-2.8,-0.36,105155.0,131142429.09,4.04,12.9,12.38,12.74,12.86,0.79,5.18,120.19,4.5,3146832938.0,2539150163.0,-0.16,-0.08,21.01,16.39
1288,301225,恒勃股份,79.39,-2.8,-2.29,16184.0,127811601.7,2.74,80.44,78.2,80.13,81.68,1.1,5.36,62.06,5.63,8207338200.0,2395990200.0,0.32,0.42,30.81,203.83
1289,300454,深信服,104.64,-2.8,-3.01,32793.0,344168122.7,2.69,106.9,104.0,104.62,107.65,0.86,1.18,-44.21,4.98,44145658709.0,29120556290.0,0.0,0.07,11.35,82.49
1290,301111,粤万年青,18.35,-2.81,-0.53,69086.0,126926942.0,4.29,18.85,18.04,18.54,18.88,1.04,4.32,-213.26,3.9,2936000000.0,2936000000.0,-0.16,0.0,24.58,13.06
1291,300634,彩讯股份,28.29,-2.82,-0.82,143307.0,406679064.81,4.02,29.25,28.08,29.13,29.11,1.21,3.3,43.42,4.61,12764756361.0,12294084315.0,0.28,0.57,17.83,30.49
1292,300578,会畅通讯,20.96,-2.83,-0.61,57132.0,120444948.1,3.15,21.56,20.88,21.5,21.57,1.58,2.94,157.59,3.51,4155733750.0,4068211372.0,-0.1,-0.1,17.62,8.88
1293,301262,海看股份,25.79,-2.86,-0.76,20732.0,53585918.92,3.28,26.44,25.57,26.44,26.55,1.41,1.7,22.96,2.94,10754430000.0,3148324360.0,-0.04,-0.15,12.57,5.39
1294,300418,昆仑万维,33.91,-2.86,-1.0,330515.0,1126734376.95,2.46,34.66,33.8,34.66,34.91,1.26,2.63,-13.84,3.06,42569154276.0,42539779739.0,-0.03,-0.09,7.04,-11.88
1295,301378,通达海,33.62,-2.86,-0.99,32643.0,108326688.4,5.2,34.4,32.6,33.92,34.61,0.93,7.44,-27.11,2.45,3247692000.0,1474644105.0,0.51,0.48,24.43,17.39
1296,300811,铂科新材,55.34,-2.86,-1.63,72274.0,400766832.5,3.79,56.62,54.46,56.51,56.97,1.25,3.14,54.25,6.06,16006241325.0,12747061920.0,-0.11,0.07,31.17,3.03
1297,300046,台基股份,44.0,-2.87,-1.3,225748.0,992431520.3,2.72,44.75,43.52,44.1,45.3,1.53,9.54,152.27,9.43,10407380324.0,10407380324.0,0.16,0.39,43.88,21.78
1298,300722,新余国科,39.66,-2.89,-1.18,89236.0,357717062.0,3.82,41.16,39.6,40.52,40.84,0.91,3.22,672.62,18.54,10976161997.0,10976161997.0,-0.05,0.08,34.49,47.76
1299,300613,富瀚微,50.93,-2.94,-1.54,70785.0,361704905.78,2.17,51.93,50.79,51.93,52.47,1.85,3.23,202.03,4.42,11830248770.0,11157716796.0,-0.06,0.0,8.25,-12.76
1300,300591,万里马,14.07,-2.97,-0.43,917722.0,1333343337.61,8.0,15.08,13.92,13.93,14.5,1.32,26.17,-110.44,18.96,5707830042.0,4933851654.0,-0.35,-0.42,158.17,242.34
1301,300290,荣科科技,18.6,-2.97,-0.57,159919.0,298963254.52,3.7,19.19,18.48,19.1,19.17,1.12,2.5,-115.69,14.96,11899025783.0,11889528623.0,-0.05,0.11,10.52,-8.6
1302,300907,康平科技,31.63,-2.98,-0.97,31654.0,100590012.18,3.99,32.5,31.2,32.5,32.6,1.13,3.3,40.13,3.93,3036480000.0,3036480000.0,0.16,0.09,18.69,50.33
1303,300571,平治信息,31.11,-2.99,-0.96,48720.0,152142508.0,3.27,32.0,30.95,32.0,32.07,1.61,4.21,103.13,2.98,4340725226.0,3596423952.0,0.0,0.13,-2.45,24.04
1304,300350,华鹏飞,6.79,-3.0,-0.21,362837.0,247224869.6,2.86,6.95,6.75,6.88,7.0,0.93,7.69,-193.22,4.18,3816063374.0,3201929181.0,0.0,-0.15,4.46,25.74
1305,300688,创业黑马,35.06,-3.02,-1.09,73136.0,259947469.4,3.29,36.12,34.93,35.71,36.15,1.23,4.93,1379.41,13.72,5868324008.0,5199190550.0,0.0,-0.23,27.77,9.53
1306,301259,艾布鲁,41.29,-3.1,-1.32,45342.0,187055794.45,5.91,42.98,40.46,42.42,42.61,1.64,4.59,189.22,7.64,6441240000.0,4082385159.0,0.34,0.54,-1.01,-13.98
1307,301080,百普赛斯,52.29,-3.11,-1.68,23728.0,124114098.2,4.41,53.97,51.59,53.77,53.97,1.85,1.87,54.07,3.41,8776782273.0,6623514062.0,-0.31,-0.11,48.89,68.35
1308,301536,星宸科技,57.09,-3.12,-1.84,40584.0,232656149.77,3.02,58.66,56.88,58.35,58.93,1.83,2.18,117.42,8.16,24038315400.0,10652330043.0,-0.05,0.07,0.48,-28.37
1309,300609,汇纳科技,46.38,-3.13,-1.5,50748.0,237446846.0,3.74,47.87,46.08,47.85,47.88,0.88,4.23,-527.95,5.43,5570905269.0,5560651857.0,-0.26,0.19,63.37,88.23
1310,301622,英思特,87.46,-3.15,-2.84,37746.0,331428112.06,1.93,88.8,87.06,88.8,90.3,1.78,13.02,61.85,6.85,10139402225.0,2534850556.0,0.08,0.02,20.22,41.34
1311,300260,新莱应材,34.9,-3.16,-1.14,195489.0,688050744.4,3.61,36.02,34.72,35.45,36.04,1.4,6.8,69.78,7.21,14232455645.0,10038529381.0,-0.17,0.0,11.04,29.12
1312,300572,安车检测,28.0,-3.18,-0.92,169118.0,472984682.2,3.77,28.6,27.51,27.75,28.92,1.37,9.21,-397.27,3.59,6411686736.0,5140703708.0,0.07,0.04,43.22,54.95
1313,301312,智立方,43.52,-3.22,-1.45,47582.0,208433076.1,2.96,44.7,43.37,44.19,44.97,1.27,7.86,52.96,4.46,5275612035.0,2635256246.0,0.16,0.12,37.2,26.4
1314,300379,*ST东通,5.33,-3.27,-0.18,282918.0,152947864.4,3.63,5.52,5.32,5.52,5.51,2.01,5.37,-24.34,0.96,2973728673.0,2806978216.0,-0.19,-0.19,0.19,-64.68
1315,300152,ST新动力,2.94,-3.29,-0.1,312547.0,92280612.0,3.62,3.03,2.92,3.0,3.04,1.77,4.39,-95.14,8.89,2095632000.0,2094745534.0,-0.34,0.0,20.99,-41.78
1316,300556,丝路视觉,21.68,-3.3,-0.74,86667.0,187527260.0,4.91,22.4,21.3,22.4,22.42,1.11,8.1,-24.38,4.88,2635513330.0,2319969624.0,0.28,0.18,18.15,13.81
1317,300835,龙磁科技,58.38,-3.34,-2.02,79293.0,466213922.74,2.7,59.71,58.08,58.09,60.4,1.54,9.63,61.19,6.5,6968931756.0,4809185198.0,-0.17,-0.02,62.85,89.98
1318,300344,ST立方,5.93,-3.42,-0.21,377134.0,223154914.94,5.37,6.14,5.81,6.0,6.14,1.48,5.9,-54.89,15.39,3805319047.0,3791780857.0,-0.34,-0.17,41.53,33.26
1319,300608,思特奇,14.66,-3.43,-0.52,303849.0,443645218.55,4.87,14.97,14.23,14.9,15.18,1.29,10.57,-18.34,3.36,4855831228.0,4215730857.0,0.83,0.48,29.73,34.74
1320,300966,共同药业,23.91,-3.43,-0.85,83706.0,198304410.15,5.13,24.38,23.11,24.28,24.76,0.82,10.92,636.81,3.34,2756330837.0,1833059481.0,-0.25,-0.17,42.75,48.23
1321,301095,广立微,73.7,-3.45,-2.63,71566.0,524027426.17,4.86,75.56,71.85,75.36,76.33,1.21,4.1,-269.06,4.79,14760716186.0,12860969490.0,-0.07,0.03,51.33,42.22
1322,300224,正海磁材,18.35,-3.47,-0.66,916964.0,1697680229.09,4.73,19.05,18.15,18.96,19.01,3.18,11.02,55.31,4.27,15372060213.0,15268835425.0,0.22,0.22,42.58,51.53
1323,300824,北鼎股份,12.42,-3.5,-0.45,75517.0,93140122.5,4.66,12.76,12.16,12.76,12.87,2.76,2.39,36.3,5.62,4053163690.0,3930871713.0,0.08,0.16,-1.04,28.57
1324,300735,光弘科技,27.88,-3.53,-1.02,224946.0,632095563.71,4.15,29.0,27.8,29.0,28.9,1.09,2.97,150.94,4.48,21396804009.0,21108213585.0,0.14,-0.14,7.15,0.5
1325,300987,川网传媒,19.61,-3.59,-0.73,89827.0,177432225.5,5.06,20.43,19.4,20.38,20.34,1.27,5.18,324.42,4.32,3399746480.0,3399746480.0,0.0,0.05,27.5,39.67
1326,301069,凯盛新材,20.93,-3.59,-0.78,272661.0,573459456.02,6.03,21.9,20.59,21.23,21.71,1.75,6.96,71.76,5.92,8804019018.0,8203746618.0,0.19,0.0,28.64,41.71
1327,300786,国林科技,16.17,-3.64,-0.61,133714.0,217497096.63,4.23,16.77,16.06,16.51,16.78,1.68,9.11,-121.72,2.62,2975536763.0,2372162349.0,0.0,0.06,17.0,16.33
