序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1062,300027,华谊兄弟,2.74,-1.44,-0.04,719063.0,196067127.9,2.52,2.77,2.7,2.77,2.78,1.78,2.89,96.17,19.73,7602146218.0,6808567978.0,0.0,0.0,13.22,4.58
1063,300256,星星科技,4.09,-1.45,-0.06,303088.0,124399283.0,1.69,4.15,4.08,4.11,4.15,1.24,1.84,-318.6,10.07,9277728949.0,6721478949.0,-0.24,0.0,-5.32,-6.62
1064,300479,神思电子,22.36,-1.45,-0.33,74995.0,167280014.0,2.6,22.69,22.1,22.41,22.69,1.09,3.81,-38.2,8.54,4405833741.0,4403318241.0,0.0,0.04,15.38,22.86
1065,301000,肇民科技,46.06,-1.45,-0.68,39759.0,184386695.67,2.87,47.09,45.75,46.46,46.74,0.78,1.74,76.49,9.61,11164728531.0,10537944051.0,0.13,0.09,-7.77,82.71
1066,300182,捷成股份,6.08,-1.46,-0.09,811527.0,496150982.89,2.76,6.22,6.05,6.18,6.17,0.58,3.59,30.88,1.95,16196059843.0,13738114659.0,0.0,-0.33,16.25,3.58
1067,300236,上海新阳,43.66,-1.47,-0.65,52080.0,228247735.58,1.99,44.38,43.5,43.75,44.31,1.09,1.87,66.83,3.05,13682232011.0,12169219379.0,-0.07,0.16,23.16,17.65
1068,300232,洲明科技,7.34,-1.48,-0.11,90000.0,66191848.98,2.01,7.46,7.31,7.43,7.45,1.04,1.02,36.69,1.75,8008726415.0,6505202738.0,-0.14,0.14,8.74,10.71
1069,300164,通源石油,5.33,-1.48,-0.08,347232.0,185788080.0,1.85,5.41,5.31,5.37,5.41,1.07,5.95,1001.87,2.25,3136484493.0,3108513447.0,0.0,-0.19,33.92,25.12
1070,301213,观想科技,69.97,-1.48,-1.05,30030.0,211349442.56,3.59,71.86,69.31,69.61,71.02,0.66,5.81,1233.49,7.13,5597599930.0,3618222099.0,-0.09,0.03,43.71,62.23
1071,300771,智莱科技,13.18,-1.49,-0.2,57002.0,74899634.0,1.87,13.32,13.07,13.32,13.38,1.04,3.15,116.6,1.65,3163200000.0,2388204639.0,0.0,-0.08,24.57,27.1
1072,300595,欧普康视,19.0,-1.5,-0.29,107556.0,204942765.91,2.33,19.31,18.86,19.2,19.29,0.84,1.61,26.56,3.66,17026895334.0,12701400440.0,0.16,0.32,26.84,1.44
1073,301291,明阳电气,39.35,-1.5,-0.6,20831.0,82445889.0,2.0,40.1,39.3,40.0,39.95,1.75,1.19,27.36,2.69,12285070000.0,6877246523.0,0.03,0.03,-2.33,-8.91
1074,300097,ST智云,5.24,-1.5,-0.08,47452.0,24897900.8,2.26,5.32,5.2,5.32,5.32,2.22,1.76,-13.53,3.26,1512000266.0,1414852128.0,0.19,0.19,17.23,-1.87
1075,301099,雅创电子,49.25,-1.5,-0.75,22345.0,109688173.4,2.08,49.7,48.66,49.63,50.0,0.85,3.17,152.48,4.02,5622295832.0,3467214332.0,0.06,0.2,10.53,18.82
1076,301013,利和兴,17.79,-1.5,-0.27,101458.0,178403486.0,3.93,17.86,17.15,17.71,18.06,1.71,5.36,-54.81,5.23,4158288966.0,3366608740.0,0.51,0.57,-2.52,52.05
1077,300103,达刚控股,7.18,-1.51,-0.11,214261.0,154634200.56,4.25,7.35,7.04,7.19,7.29,2.59,6.75,-102.99,4.5,2280375180.0,2278505580.0,-0.14,-0.28,16.56,14.15
1078,301601,惠通科技,34.68,-1.51,-0.53,12040.0,41842037.98,2.04,35.24,34.52,35.23,35.21,1.12,3.81,150.25,3.88,4871846400.0,1096165440.0,0.03,0.03,-0.46,198.45
1079,301203,国泰环保,34.54,-1.51,-0.53,14560.0,50354594.67,2.97,35.37,34.33,34.74,35.07,1.52,3.32,25.98,2.04,2763200000.0,1514319950.0,-0.14,0.03,17.24,20.18
1080,300121,阳谷华泰,13.69,-1.51,-0.21,68657.0,93938457.0,1.8,13.83,13.58,13.81,13.9,0.78,1.59,24.55,1.77,6144265002.0,5927533834.0,0.0,0.0,20.94,14.56
1081,301552,科力装备,42.35,-1.51,-0.65,12376.0,52355955.82,3.02,43.32,42.02,42.98,43.0,0.91,5.2,27.09,3.62,4031720000.0,1007930000.0,0.0,0.0,14.27,2.87
1082,301501,恒鑫生活,55.57,-1.52,-0.86,16366.0,90864326.14,2.98,56.7,55.02,56.7,56.43,0.86,4.67,25.1,4.16,8218803000.0,1948692862.0,-0.05,-0.02,-3.51,104.38
1083,300925,法本信息,23.35,-1.52,-0.36,58487.0,136587886.78,2.28,23.75,23.21,23.72,23.71,1.13,1.77,90.99,4.71,10010353866.0,7719010614.0,0.04,0.09,6.18,5.09
1084,301101,明月镜片,44.48,-1.53,-0.69,22603.0,100605198.0,2.41,45.39,44.3,45.39,45.17,1.34,1.18,47.53,5.55,8963258208.0,8491981488.0,0.0,0.09,-12.2,4.96
1085,300134,大富科技,12.9,-1.53,-0.2,143414.0,185509951.26,2.06,13.1,12.83,12.91,13.1,1.28,2.07,-44.82,2.53,9900724277.0,8953348277.0,0.16,0.0,9.41,9.97
1086,301006,迈拓股份,17.23,-1.54,-0.27,25125.0,43167827.0,3.77,17.7,17.04,17.7,17.5,1.39,2.92,74.63,1.95,2399794400.0,1483263503.0,0.17,0.17,19.9,32.74
1087,300429,强力新材,13.96,-1.55,-0.22,121114.0,169152067.0,2.68,14.19,13.81,14.14,14.18,0.99,3.04,-332.91,4.3,7486781267.0,5565104400.0,0.14,0.14,23.54,16.43
1088,301383,天键股份,38.65,-1.55,-0.61,17522.0,67866889.56,2.34,39.36,38.44,39.18,39.26,1.35,2.48,453.41,3.14,6310509180.0,2729236704.0,0.0,0.05,2.85,-26.03
1089,301085,亚康股份,60.16,-1.55,-0.95,17482.0,105168057.98,2.9,61.5,59.73,61.5,61.11,1.3,2.97,76.24,4.8,5220424608.0,3544130399.0,0.03,0.1,1.93,-12.11
1090,300133,华策影视,7.64,-1.55,-0.12,387908.0,295992286.84,2.45,7.76,7.57,7.76,7.76,1.09,2.39,39.39,2.01,14512833839.0,12406164348.0,0.13,0.13,14.54,6.26
1091,300637,扬帆新材,11.98,-1.56,-0.19,46519.0,56016363.0,3.37,12.29,11.88,12.17,12.17,0.95,1.99,69.95,3.98,2812306557.0,2807366065.0,-0.08,0.0,13.55,30.22
1092,300494,盛天网络,14.52,-1.56,-0.23,213349.0,308480562.05,2.98,14.73,14.29,14.71,14.75,1.16,5.36,70.02,4.86,7122206304.0,5784013947.0,0.21,-0.21,15.42,29.18
1093,300798,锦鸡股份,8.76,-1.57,-0.14,76076.0,66700486.0,2.25,8.91,8.71,8.9,8.9,1.07,2.04,-143.78,2.43,4107097539.0,3265719564.0,-0.11,0.11,24.96,22.69
1094,300758,七彩化学,15.04,-1.57,-0.24,89404.0,134878469.0,2.88,15.4,14.96,15.27,15.28,0.96,2.53,49.59,3.5,6106820484.0,5318851241.0,0.07,0.0,-9.89,25.54
1095,301190,善水科技,24.51,-1.57,-0.39,13679.0,33444561.0,2.09,24.77,24.25,24.74,24.9,0.8,0.86,78.4,2.78,5260740615.0,3905766540.0,0.04,0.08,16.22,56.61
1096,301012,扬电科技,21.98,-1.57,-0.35,37358.0,82358912.4,2.02,22.33,21.88,22.33,22.33,0.91,2.38,71.67,3.77,4329184361.0,3447104981.0,0.09,0.27,25.67,23.55
1097,300946,恒而达,61.0,-1.58,-0.98,64393.0,398761516.92,4.97,63.3,60.22,61.98,61.98,1.55,8.49,118.84,8.05,9516475800.0,4624062300.0,-0.08,0.07,10.41,193.55
1098,301218,华是科技,23.49,-1.59,-0.38,23242.0,54522836.77,3.64,23.97,23.1,23.94,23.87,1.31,3.32,-342.66,2.86,2678799600.0,1645916958.0,0.26,0.26,18.82,8.2
1099,300663,科蓝软件,18.59,-1.59,-0.3,104852.0,194477013.59,2.54,18.88,18.4,18.84,18.89,1.33,2.34,-386.26,11.76,8894380629.0,8320752383.0,0.05,0.05,3.11,7.09
1100,300474,景嘉微,82.78,-1.59,-1.34,141226.0,1161680080.02,3.1,83.89,81.28,83.51,84.12,1.2,3.47,-197.18,6.19,43262419280.0,33646879576.0,0.0,0.4,22.2,-11.4
1101,300449,汉邦高科,8.02,-1.6,-0.13,64039.0,51396245.0,2.94,8.17,7.93,8.16,8.15,1.14,1.66,-91.85,8.7,3096008632.0,3096008632.0,0.12,0.12,0.25,2.17
1102,300464,星徽股份,5.55,-1.6,-0.09,70458.0,39147563.0,2.84,5.66,5.5,5.65,5.64,1.06,1.98,-223.53,19.71,2540899130.0,1972151846.0,0.18,0.36,1.28,7.35
1103,301229,纽泰格,23.31,-1.6,-0.38,33918.0,79205493.67,3.33,23.87,23.08,23.87,23.69,0.57,3.14,102.51,3.99,3735238642.0,2518251491.0,0.04,0.04,28.78,49.71
1104,300157,新锦动力,4.93,-1.6,-0.08,282870.0,140101084.05,1.8,5.01,4.92,5.0,5.01,1.09,4.0,13.85,-21.4,3716912896.0,3489575436.0,0.0,-0.2,32.88,70.0
1105,300127,银河磁体,30.6,-1.61,-0.5,145071.0,446002446.18,2.51,31.22,30.44,30.44,31.1,1.96,6.29,62.7,7.18,9888278616.0,7062973884.0,0.26,-0.03,15.3,26.29
1106,301339,通行宝,17.74,-1.61,-0.29,49551.0,87892710.0,2.22,18.03,17.63,18.02,18.03,1.22,2.95,54.09,3.9,10295113097.0,2981399816.0,0.06,0.11,15.65,24.06
1107,300400,劲拓股份,20.07,-1.62,-0.33,154493.0,310693163.0,5.15,20.85,19.8,20.14,20.4,0.92,6.44,49.17,6.75,4869499806.0,4816352439.0,0.1,0.15,28.41,26.86
1108,301036,双乐股份,37.68,-1.62,-0.62,14001.0,52738888.0,2.38,38.29,37.38,38.13,38.3,1.35,1.99,43.02,2.31,3768000000.0,2653958207.0,0.03,0.11,2.61,-3.38
1109,301078,孩子王,12.72,-1.62,-0.21,353956.0,450531134.54,1.62,12.86,12.65,12.85,12.93,1.01,2.82,129.36,4.06,16044498004.0,15953487994.0,0.0,0.08,3.84,12.27
1110,300047,天源迪科,15.81,-1.62,-0.26,184064.0,291235827.08,2.55,16.14,15.73,16.1,16.07,1.16,3.35,190.79,3.08,10082743264.0,8691057611.0,0.06,0.0,0.96,34.67
1111,301551,无线传媒,49.59,-1.63,-0.82,11055.0,54901622.0,1.96,50.34,49.35,50.3,50.41,1.25,2.92,64.7,8.2,19836495900.0,1878585290.0,0.02,0.02,4.33,-11.0
1112,301369,联动科技,59.0,-1.63,-0.98,10521.0,62042251.63,2.1,59.86,58.6,59.05,59.98,0.96,4.2,-394.43,2.82,4158247312.0,1476479012.0,0.29,0.31,23.95,13.2
1113,300537,广信材料,25.75,-1.64,-0.43,60395.0,155550618.6,3.06,26.2,25.4,26.06,26.18,1.1,4.2,137.35,5.94,5363987109.0,3706068467.0,0.12,0.35,49.02,30.18
1114,300032,金龙机电,5.4,-1.64,-0.09,168210.0,90891590.76,2.73,5.49,5.34,5.49,5.49,1.36,2.09,65.72,6.4,4337115883.0,4337105083.0,0.0,0.0,-1.82,19.73
1115,301348,蓝箭电子,21.56,-1.64,-0.36,63570.0,137084370.31,1.78,21.84,21.45,21.7,21.92,1.38,4.1,-177.45,3.43,5174400000.0,3344800505.0,-0.05,0.09,12.82,1.22
1116,301185,鸥玛软件,20.89,-1.65,-0.35,48676.0,101255408.8,3.2,21.3,20.62,21.14,21.24,0.82,3.48,82.16,3.1,3204893664.0,2920018050.0,-0.43,-0.43,16.97,24.49
1117,300331,苏大维格,22.51,-1.66,-0.38,60610.0,136704933.64,2.45,22.96,22.4,22.78,22.89,1.13,2.94,84.27,3.78,5844998058.0,4641040106.0,-0.13,-0.18,11.66,4.07
1118,300013,新宁物流,4.12,-1.67,-0.07,178843.0,73666118.0,2.63,4.2,4.09,4.2,4.19,1.26,4.01,99.26,11.13,2300438643.0,1837770764.0,0.24,0.24,-5.72,18.73
1119,301586,佳力奇,60.69,-1.67,-1.03,15530.0,94644657.94,3.21,62.25,60.27,61.11,61.72,0.99,7.49,114.38,4.04,5035783277.0,1258945834.0,0.05,0.26,18.12,7.17
1120,301380,挖金客,37.69,-1.67,-0.64,19796.0,74472343.1,2.77,38.37,37.31,38.14,38.33,0.97,4.53,55.97,5.32,3821480800.0,1648089513.0,0.0,0.05,15.65,11.02
1121,300736,百邦科技,11.78,-1.67,-0.2,34314.0,40419420.0,2.25,11.96,11.69,11.96,11.98,0.92,2.76,-79.72,16.6,1499515357.0,1465964892.0,0.08,0.17,23.22,22.33
1122,300892,品渥食品,32.85,-1.68,-0.56,12641.0,41593017.57,2.07,33.39,32.7,33.2,33.41,1.2,1.96,139.09,3.15,3285000000.0,2120878125.0,0.0,0.06,-5.0,2.98
1123,300542,新晨科技,22.21,-1.68,-0.38,61157.0,135845864.0,2.21,22.5,22.0,22.5,22.59,1.33,2.48,-264.68,11.89,6631015357.0,5472217402.0,-0.05,0.0,20.71,8.13
1124,301165,锐捷网络,63.1,-1.68,-1.08,38046.0,239769166.69,2.84,64.18,62.36,64.13,64.18,0.76,3.99,116.97,11.54,50193181790.0,6023181790.0,-0.05,0.11,30.7,23.39
1125,301260,格力博,21.62,-1.68,-0.37,43654.0,94613770.0,1.73,21.9,21.52,21.82,21.99,1.07,2.14,14.66,2.2,10430721940.0,4419901347.0,0.14,0.09,26.58,63.17
1126,300079,数码视讯,5.83,-1.69,-0.1,225430.0,131458176.44,2.19,5.93,5.8,5.93,5.93,1.31,1.76,267.89,1.97,8313743601.0,7471026394.0,-0.17,-0.17,11.26,7.96
1127,300323,华灿光电,7.56,-1.69,-0.13,116316.0,87950051.0,2.34,7.69,7.51,7.69,7.69,1.3,1.32,-31.42,1.79,12269870905.0,6646373078.0,0.13,0.13,13.17,-8.7
1128,300656,民德电子,27.8,-1.7,-0.48,31786.0,88527892.02,2.48,28.3,27.6,28.05,28.28,0.85,2.39,35.53,4.64,4757277002.0,3694561398.0,-0.07,0.0,13.19,11.74
1129,300921,南凌科技,24.68,-1.71,-0.43,57728.0,142215555.76,3.15,25.25,24.46,25.25,25.11,1.16,5.03,340.7,5.6,4536121979.0,2830822334.0,0.49,0.37,33.26,27.55
1130,301595,太力科技,39.62,-1.71,-0.69,11155.0,44315370.0,2.16,40.34,39.47,40.31,40.31,1.0,4.83,55.17,4.87,4290053600.0,915186580.0,0.03,0.1,132.38,132.38
1131,300918,南山智尚,20.09,-1.71,-0.35,83609.0,167157587.76,3.47,20.5,19.79,20.5,20.44,0.78,1.92,68.15,2.73,10168240638.0,8733240647.0,0.1,0.1,-8.93,97.74
1132,300420,五洋自控,4.02,-1.71,-0.07,408891.0,165405513.4,2.69,4.12,4.01,4.09,4.09,0.83,3.66,154.33,1.94,4487861915.0,4487513381.0,-0.25,-0.25,21.08,29.26
1133,300242,佳云科技,4.61,-1.71,-0.08,162502.0,75292727.0,3.2,4.72,4.57,4.69,4.69,1.48,2.56,-56.07,10.3,2925299583.0,2925297988.0,0.0,0.0,6.47,13.27
1134,300024,机器人,19.0,-1.71,-0.33,459864.0,875635795.88,1.81,19.26,18.91,19.13,19.33,0.96,3.0,-147.95,6.79,29746779050.0,29132661126.0,-0.05,0.0,12.29,5.85
1135,301502,华阳智能,45.38,-1.71,-0.79,5242.0,23812147.0,3.21,46.39,44.91,46.18,46.17,0.68,2.16,82.32,3.18,2590449230.0,1103017625.0,0.04,0.04,19.61,6.15
1136,300905,宝丽迪,31.39,-1.72,-0.55,32224.0,101422943.59,3.07,31.98,31.0,31.68,31.94,1.17,2.33,51.91,3.03,5584210561.0,4338103211.0,0.06,0.06,21.1,21.86
1137,300873,海晨股份,23.33,-1.73,-0.41,51627.0,121152932.8,2.32,23.8,23.25,23.66,23.74,0.83,3.09,23.3,1.75,5379939504.0,3892369851.0,-0.13,-0.17,9.12,37.97
1138,300825,阿尔特,11.92,-1.73,-0.21,135748.0,161827400.34,2.06,12.08,11.83,12.07,12.13,1.04,2.8,119.75,2.65,5936642534.0,5774169584.0,0.17,0.0,17.9,5.49
1139,300550,和仁科技,13.59,-1.74,-0.24,26191.0,35639516.0,2.68,13.88,13.51,13.8,13.83,1.16,1.0,-232.06,3.24,3568192316.0,3564879346.0,0.15,0.15,12.5,-10.18
1140,300345,华民股份,7.33,-1.74,-0.13,82182.0,60396853.0,3.75,7.55,7.27,7.46,7.46,1.23,1.85,-32.04,7.51,4236341336.0,3249759986.0,0.0,0.0,-14.47,29.96
1141,300657,弘信电子,29.19,-1.75,-0.52,166522.0,484219079.12,2.05,29.43,28.82,29.43,29.71,0.91,3.55,517.81,10.86,14085802518.0,13678814959.0,0.07,0.03,5.0,28.82
1142,300619,金银河,26.4,-1.75,-0.47,36057.0,95591359.91,3.13,27.1,26.26,26.62,26.87,1.2,2.41,-17.38,3.07,4593590971.0,3955912356.0,-0.04,0.0,38.15,42.7
1143,300927,江天化学,27.27,-1.77,-0.49,20894.0,57097014.35,2.41,27.75,27.08,27.75,27.76,1.31,1.48,1202.02,4.14,3936697200.0,3842034985.0,0.07,-0.04,-1.77,66.48
1144,300725,药石科技,45.44,-1.77,-0.82,109297.0,491254345.94,4.35,46.21,44.2,45.53,46.26,1.28,6.48,62.59,2.53,9075748376.0,7662862508.0,-0.02,-0.02,42.98,36.37
1145,300353,东土科技,22.48,-1.79,-0.41,200378.0,449592262.78,2.93,22.88,22.21,22.88,22.89,0.75,3.84,-69.28,6.54,13822791965.0,11739113257.0,0.04,0.22,9.93,95.82
1146,300414,中光防雷,15.35,-1.79,-0.28,192211.0,297180253.44,3.97,15.8,15.18,15.35,15.63,0.69,6.13,445.15,5.1,5004398803.0,4812836391.0,-0.13,-0.32,87.88,93.08
1147,301221,光庭信息,53.29,-1.79,-0.97,14964.0,80036345.0,2.76,54.55,53.05,54.37,54.26,1.1,2.39,51.35,2.51,4935842367.0,3342518209.0,0.02,-0.02,7.79,10.15
1148,301568,思泰克,44.15,-1.8,-0.81,35417.0,154604770.08,3.25,44.47,43.01,43.81,44.96,0.6,7.43,62.16,4.74,4558858360.0,2103483483.0,0.11,0.14,29.62,32.03
1149,300426,华智数媒,9.75,-1.81,-0.18,74104.0,72200917.0,2.82,9.95,9.67,9.88,9.93,1.24,1.85,-50.5,8.93,4391232398.0,3900000000.0,0.1,-0.1,0.62,-1.22
1150,301302,华如科技,27.16,-1.81,-0.5,52846.0,143866999.69,2.96,27.64,26.82,27.51,27.66,0.78,3.39,-26.6,2.52,4233293400.0,4233293400.0,-0.04,0.0,5.89,12.93
1151,300458,全志科技,39.99,-1.82,-0.74,159423.0,638951017.57,1.94,40.66,39.87,40.55,40.73,1.36,2.36,90.12,11.14,33003647505.0,27016444880.0,-0.17,0.0,1.81,35.01
1152,300220,金运激光,17.3,-1.82,-0.32,29982.0,51923008.0,2.33,17.6,17.19,17.49,17.62,1.3,1.99,236.09,40.45,2615760000.0,2612634720.0,0.0,0.06,10.4,25.54
1153,300245,天玑科技,17.82,-1.82,-0.33,74190.0,132399791.62,2.98,18.29,17.75,18.29,18.15,1.38,2.38,430.14,4.36,5585812525.0,5546946250.0,0.06,0.17,-1.05,14.01
1154,301089,拓新药业,34.9,-1.83,-0.65,36332.0,126356235.9,3.09,35.55,34.45,35.55,35.55,0.8,3.99,-309.73,2.85,4416403050.0,3175073324.0,0.17,0.26,10.86,23.8
1155,300909,汇创达,29.39,-1.84,-0.55,21939.0,64526952.36,2.61,29.94,29.16,29.8,29.94,1.08,1.77,242.04,2.59,5083675853.0,3642687885.0,-0.03,0.07,16.67,24.43
1156,300768,迪普科技,18.05,-1.85,-0.34,72279.0,130282764.67,2.34,18.35,17.92,18.35,18.39,0.89,1.72,111.42,3.47,11621114154.0,7593052147.0,0.0,0.06,11.83,3.62
1157,300074,华平股份,5.31,-1.85,-0.1,112842.0,59869495.0,2.59,5.4,5.26,5.39,5.41,1.0,2.08,-42.51,2.87,2887525962.0,2878722449.0,0.0,0.0,20.96,33.42
1158,300607,拓斯达,34.42,-1.85,-0.65,126866.0,438955829.58,2.2,35.1,34.33,35.1,35.07,0.86,3.76,1064.74,5.86,16417390421.0,11623289353.0,0.15,0.15,-11.45,35.03
1159,300496,中科创达,58.36,-1.85,-1.1,90015.0,526714867.95,2.89,59.8,58.08,59.65,59.46,1.45,2.45,72.5,2.72,26846301429.0,21469293841.0,-0.07,-0.1,4.59,-1.92
1160,300339,润和软件,52.96,-1.85,-1.0,178676.0,947609211.09,2.13,53.96,52.81,53.96,53.96,1.13,2.3,337.96,12.08,42177918139.0,41186285884.0,0.0,0.11,-3.45,5.86
1161,300650,太龙股份,14.75,-1.86,-0.28,71478.0,105543460.5,1.86,14.96,14.68,14.96,15.03,0.71,4.68,125.24,2.58,3219867859.0,2253337779.0,0.07,0.07,-7.58,28.6
1162,300523,辰安科技,23.77,-1.86,-0.45,18585.0,44179463.0,2.48,24.18,23.58,24.1,24.22,1.06,0.8,-40.78,4.75,5529796655.0,5523160594.0,-0.04,-0.04,16.81,20.11
1163,300106,西部牧业,11.58,-1.86,-0.22,105083.0,121805856.63,2.46,11.8,11.51,11.7,11.8,1.0,4.97,-62.34,5.93,2447228150.0,2447228150.0,-0.09,0.09,3.3,31.89
1164,300299,富春股份,7.4,-1.86,-0.14,269794.0,199093808.17,3.45,7.55,7.29,7.49,7.54,1.22,3.92,126.49,11.39,5108220629.0,5098419329.0,-0.13,-0.27,22.72,35.28
1165,300819,聚杰微纤,27.39,-1.86,-0.52,32443.0,89079173.0,2.04,27.86,27.29,27.86,27.91,0.74,2.41,69.46,4.83,4086724950.0,3691138028.0,0.04,-0.07,7.03,115.67
1166,300403,汉宇集团,15.8,-1.86,-0.3,155975.0,247052523.0,2.17,16.08,15.73,15.99,16.1,0.86,3.69,42.86,4.69,9527400000.0,6682444321.0,-0.06,-0.06,-2.17,59.6
1167,300868,杰美特,30.9,-1.87,-0.59,12296.0,38008777.0,2.57,31.54,30.73,31.29,31.49,1.22,1.53,-270.26,2.6,3954458400.0,2477834075.0,0.0,0.1,-0.35,14.28
1168,300319,麦捷科技,12.08,-1.87,-0.23,316944.0,380531646.18,2.19,12.17,11.9,12.12,12.31,1.02,3.82,42.58,2.34,10619478013.0,10022896655.0,-0.08,-0.08,16.71,-2.34
1169,301182,凯旺科技,36.29,-1.87,-0.69,17438.0,63391469.0,2.7,37.0,36.0,36.75,36.98,1.08,1.82,-22.6,4.49,3477369493.0,3477369493.0,-0.19,-0.03,9.94,4.1
1170,300622,博士眼镜,33.13,-1.87,-0.63,50991.0,169211319.9,1.51,33.6,33.09,33.6,33.76,1.41,3.3,62.52,9.55,7547076947.0,5125642253.0,0.09,0.09,3.43,-13.32
1171,300676,华大基因,52.47,-1.89,-1.01,58799.0,307992827.55,2.66,53.47,52.05,53.22,53.48,1.2,1.41,-104.13,2.39,21949096925.0,21829961167.0,0.08,0.17,-7.56,25.02
1172,301092,争光股份,33.14,-1.89,-0.64,15866.0,52616902.0,3.55,33.93,32.73,33.76,33.78,1.08,2.61,45.99,2.37,4458499312.0,2011219674.0,0.0,0.09,8.19,43.65
1173,300311,ST任子行,5.18,-1.89,-0.1,125995.0,65648136.0,1.89,5.28,5.18,5.28,5.28,1.68,2.34,-23.37,5.66,3489404177.0,2783779102.0,-0.19,-0.38,-12.05,-11.45
1174,301040,中环海陆,28.09,-1.89,-0.54,34197.0,96707584.0,4.19,29.0,27.8,29.0,28.63,1.09,3.63,-33.68,3.62,2809025478.0,2646984801.0,0.54,0.54,15.55,126.72
1175,301368,丰立智能,65.59,-1.9,-1.27,36135.0,237193385.58,1.9,66.53,65.26,66.21,66.86,0.89,5.64,1221.51,8.1,7877359000.0,4205725250.0,-0.05,-0.06,-4.01,42.34
1176,300370,安控科技,3.1,-1.9,-0.06,237505.0,73849422.0,2.53,3.17,3.09,3.16,3.16,1.36,1.79,-47.6,9.04,4852666298.0,4107026394.0,0.0,-0.32,11.91,-1.9
1177,301299,卓创资讯,64.15,-1.9,-1.24,13531.0,86846976.0,2.89,65.65,63.76,65.26,65.39,1.56,3.8,52.1,6.7,3873412924.0,2283820059.0,-0.03,0.19,9.86,11.53
1178,300854,中兰环保,17.07,-1.9,-0.33,15091.0,25879710.0,3.28,17.57,17.0,17.45,17.4,0.71,1.86,151.76,1.74,1708173563.0,1388488736.0,0.0,0.0,-1.39,41.07
1179,300669,沪宁股份,29.01,-1.93,-0.57,11374.0,33253543.28,3.58,29.96,28.9,29.48,29.58,1.82,0.62,386.83,6.48,5590387309.0,5282367600.0,-0.07,-0.17,33.5,39.67
1180,300244,迪安诊断,15.76,-1.93,-0.31,165539.0,261670573.0,2.49,16.03,15.63,16.0,16.07,1.34,3.3,-117.23,1.54,9849675911.0,7902994801.0,-0.13,-0.06,6.92,41.85
1181,300667,必创科技,16.77,-1.93,-0.33,72518.0,122254568.0,3.27,17.26,16.7,17.1,17.1,1.9,4.2,-58.39,3.06,3431746374.0,2895313031.0,0.06,0.06,9.82,3.71
1182,300746,汉嘉设计,16.28,-1.93,-0.32,66814.0,109100309.0,2.95,16.59,16.1,16.47,16.6,0.97,3.01,89.81,4.85,3675019980.0,3612275085.0,0.18,0.18,18.49,42.68
1183,301162,国能日新,51.97,-1.94,-1.03,8726.0,45238320.68,3.47,52.94,51.1,52.94,53.0,1.23,1.02,103.72,4.6,6890376136.0,4429171730.0,-0.04,0.08,7.09,38.51
1184,300721,怡达股份,15.19,-1.94,-0.3,32468.0,49556674.1,2.58,15.53,15.13,15.43,15.49,1.17,2.37,-17.29,2.12,2504021965.0,2077057724.0,-0.13,0.0,-5.24,25.02
1185,300200,高盟新材,10.57,-1.95,-0.21,109526.0,116108240.08,2.69,10.8,10.51,10.72,10.78,0.93,2.59,29.49,2.91,4555386787.0,4473890565.0,0.09,0.19,6.45,29.85
1186,300365,恒华科技,7.03,-1.95,-0.14,154110.0,108292212.24,2.51,7.15,6.97,7.14,7.17,1.35,3.25,262.57,2.25,4216983947.0,3334312248.0,0.0,-0.14,16.97,14.5
1187,300748,金力永磁,28.57,-1.96,-0.57,439827.0,1253732926.19,3.84,29.17,28.05,28.54,29.14,1.71,3.88,61.05,5.57,39201809040.0,32408091372.0,0.0,-0.14,34.83,60.87
1188,301210,金杨股份,44.41,-1.96,-0.89,22031.0,97683430.31,2.12,44.87,43.91,44.78,45.3,0.72,5.07,136.24,2.8,5090022573.0,1930232598.0,0.07,0.07,-6.21,101.86
1189,301188,力诺药包,22.9,-1.97,-0.46,86137.0,198883302.3,4.11,23.47,22.51,23.1,23.36,2.45,3.6,33.77,3.56,5474161301.0,5474161301.0,-0.26,-0.17,25.55,53.49
1190,300953,震裕科技,106.12,-1.97,-2.13,27999.0,295631461.62,2.67,107.69,104.8,107.11,108.25,0.71,2.24,63.17,4.76,18409456814.0,13238851395.0,0.08,0.07,0.94,112.67
1191,301086,鸿富瀚,53.18,-1.99,-1.08,21462.0,113285391.0,3.7,54.01,52.0,53.4,54.26,1.46,4.53,64.02,2.53,4786200000.0,2517451485.0,-0.19,-0.21,26.11,6.21
1192,300998,宁波方正,24.52,-2.0,-0.5,24854.0,60988412.0,4.16,25.15,24.11,25.0,25.02,1.12,2.31,133.64,2.61,3363389520.0,2640327822.0,0.0,-0.08,35.1,64.45
1193,300635,中达安,14.18,-2.0,-0.29,50368.0,71274771.91,4.84,14.58,13.88,14.5,14.47,1.21,4.21,-186.77,5.34,1987100120.0,1698197254.0,-0.28,-0.35,42.51,44.84
1194,300327,中颖电子,26.21,-2.02,-0.54,89439.0,234809897.29,1.94,26.62,26.1,26.61,26.75,1.47,2.63,143.78,5.29,8947811692.0,8919660291.0,-0.08,-0.11,21.12,7.99
